title,URL,description,success,user_agent,date
#rbc #afoa2025 #indigenousprosperity #economicreconciliation… | Philippe Forest | 12 comments,https://www.linkedin.com/posts/philippe-forest-77317314_rbc-afoa2025-indigenousprosperity-activity-7301081555102281728-kURr,"Honoring Partnerships and Empowering the Next Generation

What an incredible experience it has been to partner with AFOA Canada once again at this year’s National Conference: Empowering People for the Next Generation! 

RBC is proud to support this vital gathering, where Indigenous leaders, professionals, and youth come together to share knowledge, build capacity, and drive meaningful change for future generations.

A heartfelt thank you to the Mi’kmaq and Maliseet Nations for the warm welcome to your traditional territory. Your hospitality and leadership continue to inspire us.

At #RBC, we remain committed to strengthening relationships, supporting economic reconciliation, and investing in Indigenous prosperity. Together, we are building a future where Indigenous communities, businesses, and leaders thrive.

Rebeccah Slaunwhite Chinyere Eni-McLean, B.A., M.B.A., P.F.P. Tracy Antoine Brittanee Laverdure, JD, MBA, ICD.D Trisha Hayter Marjolaine Hudon Rosie Caputo Claude Savard Terry Goodtrack Justin Schurman Brandon Gorman Herb ZoBell, MBA Kurt Seredynski Na Sha 
#AFOA2025 #IndigenousProsperity #EconomicReconciliation #EmpoweringTheNextGeneration | 12 comments on LinkedIn",True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenousprosperity #indigenomics #gerryrocks | Shannin Metatawabin ICD.D | 24 comments,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenomics-gerryrocks-activity-6893310056189022208-ETX2?trk=public_profile_like_view,"It is so important to highlight people in our lives who demonstrate allyship.  These souls care about and understand the barriers, inequities and injustice perpetuated on Indigenous peoples.  I would like to recognize NACCA CSO Gerry Huebner for his unrelenting passion and contribution to the AFI network. 
We worked together 20 years ago with Aboriginal Business Canada and now we work together administering and growing this program and network. Over the last number of years we introduced a market ready Indigenous Growth Fund, a Women&#39;s program, renewed AEP support, rolled out Covid business supports, solidified the Indigenous Prosperity Forum  (one of the most impactful events in Canada), added 500M in programming - which will lead to positive socioeconomic impacts for our communities. One dollar added, in turn multiplies back into the whole economy.  Thank you Gerry, Thank you to your powerhouse of a fiancé Kim, and the entire NACCA team, network and board for your contribution to bettering society as a whole and making Indigenous Prosperity a reality. My heart is full from all of your efforts. #indigenousprosperity #indigenomics #gerryrocks  | 24 comments on LinkedIn",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenousprosperity #budget2024 | NACCA,https://www.linkedin.com/posts/naccainfo_indigenousprosperity-budget2024-activity-7186383004175343617-GMLF,"“The inclusion of NACCA in Budget 2024 demonstrates the government’s commitment to advancing Indigenous economic prosperity. We acknowledge and thank the Government of Canada for their strong belief, support and inclusion of NACCA and the network of IFIs as we look forward to a continuance of collaborative positive outcomes towards Indigenous Prosperity.” – Shannin Metatawabin, CEO of NACCA. 

Read the full press release:
https://ow.ly/SK6A50Rig2F

#IndigenousProsperity #Budget2024",True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
"#LandBack Offers Common Ground for Native Tribes, Trump Admin | Opinion | Yale School of the Environment",https://www.linkedin.com/posts/yaleenvironment_landback-offers-common-ground-for-native-activity-7295489136189145089-10zY,"In a Newsweek op-ed, Professor Gerald Torres, Aja DeCoteau &#39;07 MEM (executive director of Columbia River Inter-Tribal Fish Commission), and James Diamond (visiting lecturer at Yale Law School say that while Indian Tribes have significant policy disagreements with the current administration, #LandBack is a powerful opportunity for collaboration.

&quot;#LandBack is a solution that should form the basis for common ground, and a new way forward for Indian policy under a new administration.&quot; 

https://yse.to/in",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenousprosperity | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-activity-7264799209667584001-CnDQ,Great news from the Indigenous prosperity foundation.   Mastercard has made the commitment to be the first major partner.   Thank you for the commitment to #IndigenousProsperity,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
"#indigenomics #economicreconciliation #indigenousbusiness… | Vanessa Lesperance, MA",https://www.linkedin.com/posts/vanessa-lesperance-vancouver_indigenomics-economicreconciliation-indigenousbusiness-activity-7122308784407937024-nyd3?trk=public_profile_like_view,"Indigenomics Institute inaugural BAY STREET conference is around the corner! Come play Indigenomics in Toronto as we collectively advance towards a $100 billion Indigenous economy from Nov 21-23rd. 

We also have some vendor spots open for Indigenous owned businesses in our Indigenous Marketplace and/or vendor spots for our Economic Showcase to highlight what your organization is doing to support economic reconciliation. 

Secure your spot here by selecting Indigenous Market or Economic Showcase: https://lnkd.in/gcWBAaHt

Please reach out if you have any questions! Happy to connect.

#Indigenomics #EconomicReconciliation #IndigenousBusiness #IndigenousLeaders",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
"#indigenomics #indigenouspartnerships #employment #reconciliaction | Reuben Jacob, CPP",https://www.linkedin.com/posts/reubenmjacob_indigenomics-indigenouspartnerships-employment-activity-7134961516209999872-AX2y,"Thank you Carol Anne Hilton, MBA, ICD.D what a successful Indigenomics on Bay Street! Many discussions were had on shaping economic growth through an indigenous worldview.  

The panels were thought provoking sharing diverse voices, narratives and perspectives on how we can work together to build a robust Indigenous economy that propels communities forward.


#Indigenomics #Indigenouspartnerships #employment 
#Reconciliaction",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
"Congratulations to our Global Center of Indigenomics board member on… | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_congratulations-to-our-global-center-of-indigenomics-activity-7277864679966654464-jXch,Congratulations to our Global Center of Indigenomics board member on earning her Doctorate! Big congratulations Dr. Alisha Murphy!!  you rock!,True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
Getting Our Land Back: A Celebration of Indigenous Land Recovery in 2021,https://www.linkedin.com/pulse/getting-our-land-back-celebration-indigenous-recovery-obomsawin,"A year ago, we created the Bomazeen Land Trust with the mission to recover Wabanaki land in Maine. With the recovery of 58 acres in Starks in December, we are proud to join a thriving network of land trusts and conservation organizations in Maine.",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Unknown
"#indigenomics #indigenouseconomy #indigenousbusiness #indigenousprosperity… | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_indigenomics-indigenouseconomy-indigenousbusiness-activity-7108083652634296320-Bx1N?trk=public_profile_like_view,"Indigenomics is Indigenous economic intelligence in motion.  
 
It is the practice of bringing an Indigenous perspective into economic and social development. It works to connect community economic development practices and principles for building an inclusive local economy. 
 
Next week 31 leaders are joining the Indigenomics Institute team in Winnipeg to share how they activate Indigenomics as leaders in procurement, investment, equity ownership, trusts, entrepreneurship, finance and technology. 
 
Indigenomics SHE starts Monday. Come play #Indigenomics 
https://lnkd.in/g4pR2yiP 
 
#IndigenousEconomy #IndigenousBusiness #IndigenousProsperity #WomenInBusiness",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenousentrepreneurship #indigenous #entrepreneurship #innovation… | Trent Billette 🪶,https://www.linkedin.com/posts/trent-billette-%F0%9F%AA%B6-aa3982261_indigenousentrepreneurship-indigenous-entrepreneurship-activity-7298763875552739328-lQ0s,"🪶 Embracing Indigenous Innovation: Where Traditional Wisdom Meets Modern Enterprise 

As an Indigenous entrepreneur, I&#39;ve witnessed firsthand the transformative power of combining our ancestral knowledge with contemporary business practices. Our communities have always been innovators, traders, and stewards of sustainable enterprise.

Today, I&#39;m excited to share why Indigenous entrepreneurship isn&#39;t just about business—it&#39;s about:

✨ Preserving Cultural Legacy
• Creating enterprises that honor our traditions
• Sharing our stories through ethical commerce
• Building sustainable models that respect Mother Earth

💫 Community Empowerment
• Generating opportunities for future generations
• Reinvesting in Indigenous communities
• Fostering economic sovereignty

🌟 Innovative Solutions
• Blending traditional wisdom with modern technology
• Creating unique products and services
• Leading in sustainable business practices

To my fellow Indigenous entrepreneurs: Your voice matters. Your innovations matter. Your businesses matter. We&#39;re not just building companies—we&#39;re creating legacies that honor our ancestors while paving the way for our children.

To allies and partners: Let&#39;s collaborate to create an inclusive economy that celebrates Indigenous innovation and entrepreneurship. Together, we can build a future where Indigenous business leadership thrives.

#IndigenousEntrepreneurship #Indigenous #Entrepreneurship #Innovation #BusinessLeadership #EconomicReconciliation #IndigenousBusiness #Sustainability",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
How timely it was to be invited to attend Indigenomics She in Winnipeg. My… | Alyssa Reid BA CAFM,https://www.linkedin.com/posts/alyssa-reid-ba-cafm-b7599b5b_how-timely-it-was-to-be-invited-to-attend-activity-7110228178966630400-RPdU,How timely it was to be invited to attend Indigenomics She in Winnipeg. My spirit is lifted my tenacity is heightened and the partnership opportunities are immense. Networking with this group of strong indigenous women reminded me to be brave….it’s not always easy but it’s necessary to take up space and to be heard!,True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Unknown
#indigenomics | Rhoda Yakubowski,https://www.linkedin.com/posts/rhoda-yakubowski-9b32a642_indigenomics-activity-7252691582217326592-YSGe,"#Indigenomics Institute, the next Indigenous Economy-Beyond 100 Billion. Carol Anne Hilton, MBA, ICD.D Leader, Founder and Inspiring visionary. Strengthening Indigenous Economies.",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics #reconciliation #legacywork #matriarchmoves… | Tanya Tourangeau | 10 comments,https://www.linkedin.com/posts/tanya-tourangeau_indigenomics-reconciliation-legacywork-activity-7320808152520687616-HCv5,"At the Indigenomics Impact Conference in Vancouver, I stood on the main stage and offered a Sacred Prayer.

I read from my upcoming book—a letter written to my Granddaughter to be opened in the year 2059, when she turns 50.

And today, I’m sharing a short video of that reading here with you.

It is a prayer.
It is a vision.
It is a legacy.

A legacy for a world I dreamed I was building for her.
A world where I walked through fires so she can walk through open doors.
A world where my “Giving-Kindness-to-Each-Other” theory isn’t just imagined—but lived.

This post is a brief inside view of the direction my book is taking—and the heart of my work as a Reconciliation Strategist.

My deepest hope is that when she reads this in 2059, she—and all of us—are living that dream.

#Indigenomics #Reconciliation #LegacyWork #MatriarchMoves #GivingKindnessToEachOther #IndigenousLeadership #2059Vision #TruthToTransformation #FutureGenerations | 10 comments on LinkedIn",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics #indigenomics #indigenomics #indigenouseconomy… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenomics-indigenomics-activity-7196224544209059840-Grb0,"It is time to pay attention to this evolving, emerging Indigenous economy and the quality of the Indigenous economic relationship. This emergence is happening NOW, and it is happening globally. This is a global power shift. It is time.

#INDIGENOMICS is an invitation to build the partnerships, knowledge, tools and actions needed to advance the emerging 100 billion dollar Indigenous economy. The time is now—who wants to play #Indigenomics?

Registration for all 2024 Indigenomics events now live! 

          -Indigenomics DESIGN: June 4th, Saskatoon
           https://lnkd.in/g5wt7FuN

          -Indigenomics SHE: September 23rd- 24th, Winnipeg.
           https://lnkd.in/g5PVYmZw

          -Indigenomics on Bay Street: October 16th- 18th, Toronto.
https://lnkd.in/g8cwfzgF

          -Indigenomics NOW: November 14th: Virtual
https://lnkd.in/gMGu-Ns4

#Indigenomics #IndigenousEconomy #IndigenousLeaders #Indigenousbusinesses #Economicreconciliation",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
Indigenous Prosperity Foundation and the Mastercard Foundation Partner to… | Mastercard Foundation | 11 comments,https://www.linkedin.com/posts/the-mastercard-foundation_indigenous-prosperity-foundation-and-the-activity-7264721260243292160-gvQU,"We are pleased to partner with the Indigenous Prosperity Foundation to support young Indigenous entrepreneurs. This partnership, through our EleV Indigenous Program, aims to create a dynamic ecosystem for Indigenous entrepreneurs by providing skills training, micro-grants, ongoing mentorship, and other essential support to help Indigenous youth reach their goals and aspirations.
 
Learn more at the link below. | 11 comments on LinkedIn",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
In a few weeks I’ll be on a panel at the Indigenomics Bay Street… | Derrick Neeposh,https://www.linkedin.com/posts/derrick-neeposh77_in-a-few-weeks-ill-be-on-a-panel-at-the-activity-7126503139846823937-oWfM,In a few weeks I’ll be on a panel at the Indigenomics Bay Street conference in Toronto. I really look forward to this rewarding and engaging experience.,True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenousprosperity #indigenousbusinesses #indigenousprocurement | Shannin Metatawabin ICD.D,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-indigenousbusinesses-activity-7316066903767080960-H28z,Corporations need to grow from just attending a dinner and checking a box.  The requirements to working with our community will now need real partnership and community impact measurement s.  Reconciliation Action Plans are a great way to cover the bases #IndigenousProsperity #indigenousbusinesses # #IndigenousProcurement,True,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Unknown
#landback #everythingback | Cultural Survival,https://www.linkedin.com/posts/cultural-survival_landback-everythingback-activity-7311720087932010496-E79k,"Illinois Governor JB Pritzker signed a law transferring an entire state park to the Prairie Band Potawatomi Nation, restoring a portion of their stolen land. This action comes nearly a year after the Prairie Band Potawatomi became the first federally recognized Tribal Nation in Illinois—one of 15 states previously without a federally recognized tribe. For nearly two centuries, the Nation has fought for federal recognition of its Reservation and rightful claim to the land. #LandBack #EverythingBack 

Read more: https://lnkd.in/ejPBBU8w",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenouspeoplesday #landback | Seafood and Gender Equality (SAGE),https://www.linkedin.com/posts/seafood-and-gender-equality-sage_indigenouspeoplesday-landback-activity-7251668091242196992-z7uK,"Did you know that Indigenous people protect 80% of the world’s biodiversity? 

This is a key part of why 𝗟𝗔𝗡𝗗 𝗕𝗔𝗖𝗞, or the intentional return of land (or areas of water!) to Indigenous people, is so important.

Hear from Indigenous Texans about the significance of Land Back and why Indigenous wisdom and sovereignty are crucial to protecting the water and the foods we harvest from oceans, rivers, and seas.

#IndigenousPeoplesDay #LandBack",True,Mozilla/5.0 (X11; Linux x86_64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
#forests #landback #women | Rights and Resources Initiative,https://id.linkedin.com/posts/rights-and-resources-initiative_forests-landback-women-activity-7018322419937329154-blI_,"Who owns the world’s forests?
 
RRI’s new Tenure Tool helps researchers, academics, activists, community leaders and the general public answer this and other questions on forest tenure with data from 58 countries making up nearly 92% of the world’s #forests.
 
The Tenure Tool is designed to make global, regional and country-level data accessible and comprehensible. Despite significant gains in land rights reforms since 2002, many obstacles remain, and communities continue to challenge governments and private sector actors to win their forests and #LandBack.
 
The Tenure Tool even looks at the forest rights of #women and assesses the extent to which the legal frameworks of 30 low- and middle-income countries recognize Indigenous, Afro-descendant, and community women’s rights to community forests.

Browse the data 👇🏾
https://lnkd.in/ecafMjJE",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics #100billion #indigenouseconomy | CIBC Commercial Banking,https://www.linkedin.com/posts/cibc-commercial-banking_the-indigenomics-institute-inc-activity-6933408514115604480-M39a,"We’re attending the Activating the Financial Architecture of the 100 Billion Dollar National Annual Indigenous Economy on May 19 - 20th, 2022 at the Westin Bayshore in Vancouver, BC Canada. We hope to see you there. https://bit.ly/3wByfmR

Jaimie Lickers Damon Williams Sandy Kirtzinger Syrena Courtorielle Kristin Richard Linda Hartford  Meghan Shannon Myan Marcen-Gaudaur Liz Gandy #indigenomics #100billion #indigenouseconomy",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenomics #indigenouseconomy #economicreconciliation | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenouseconomy-economicreconciliation-activity-7199867548706721793-9Ciw,"Only 10 Days away! Are you registered for Indigenomics Design- Indigenous Wealth Dynamics?

Breakout speakers Thomas Benjoe, OneHoop and Joshua A. , Raven Indigenous Capital Partners, will discuss &quot;Building Indigenous-Led Capital,&quot; sharing insights on economic sovereignty and Indigenous leadership. This is what Indigenomics means to them;

&quot;Indigenomics, to me, represents a commitment to empowering Indigenous communities through financing, sustainable technology, and innovation. It involves weaving traditional Indigenous values into investment practices, emphasizing collaboration and community-focused development in the tech sector.&quot; Josh Alook

&#39;For too long our peoples livelihood have been associated with poverty but poverty was not created by poor people. It is created by the economic and social systems that we have designed for ourselves, the institutions and concepts that make up these systems are the result of decision made by human beings. As we create them, so we can change them. Through Indigenomics we will change the institutions and concepts to see our people prosper in business and economics.&quot; Thomas Benjoe

Don&#39;t miss this chance to engage with leaders in Indigenous economic design. Final call for registration! https://lnkd.in/geyuwQtG

#Indigenomics #IndigenousEconomy #EconomicReconciliation",True,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#ccib #indigenousbusiness | Canadian Council for Indigenous Business,https://www.linkedin.com/posts/ccib-national_ccib-indigenousbusiness-activity-7261029849006264320-JQt5,"In the latest issue of the Indigenous Business Report, read how the Fly-In, Fly-Out (FIFO) working arrangement is providing successful career opportunities that benefit families and Indigenous communities.

Visit the link to read the article (p.46): https://bit.ly/47N9BSj

#ccib, #indigenousbusiness",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
#indigenousentrepreneur | Jordanna Saunders,https://www.linkedin.com/posts/dannabug_indigenousentrepreneur-activity-7316491583095222274-FdV3,"I love this!! Great work Change Labs!! 

This is something I can use. It&#39;s always good to revisit business processes and check in.

#indigenousentrepreneur",True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
#indigenousyouth #youth #indigenousbusiness #indigenousentrepreneur | Canadian Council for Indigenous Business,https://www.linkedin.com/posts/ccib-national_indigenousyouth-youth-indigenousbusiness-activity-7212522108902363136-dDFC,"Are you a young Indigenous entrepreneur under 35? If so, CCIB is now accepting applications for the Young Indigenous Business Grant. Apply, and you could be the recipient of a $2,500 grant plus a one-year CCIB Membership. Applications close on July 25, 2024, at 5:00 p.m. EST. 

The Young Indigenous Business Grant is presented by Loblaws Inc with contributions from Apex Distribution Inc., CIBC and EY

Apply today: https://www.ccab.com/yibg/

#indigenousyouth #youth #indigenousbusiness #indigenousentrepreneur",True,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1","July 25, 2024"
#economicreconciliaction #econreconsympyeg #indigenomics | Art P.,https://www.linkedin.com/posts/artproctor_economicreconciliaction-econreconsympyeg-activity-7267955001681952769-9IzB,Now attending Economic ReconciliAction a Symposium for Changemakers   in Edmonton EndPovertyEdmonton  ATB Financial  Aksis - Edmonton&#39;s Business &amp; Professional Association  Started the day in a good way. With a pipe ceremony and opening blessing and keynote #economicreconciliaction #econreconsympyeg #indigenomics,True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,Unknown
"#indigenousbusiness #indigenousentrepreneur #indigenouswomen… | Natasha Delany BA, MBA",https://www.linkedin.com/posts/natashadelany_indigenousbusiness-indigenousentrepreneur-activity-7183586394534023169-nIAS,"I have recently added some new services to my offerings as a business coach and consultant. My specialization is in new business start-ups and companies within the growth stages of their businesses.

Not only do I offered keynote speaking for woman business owners, masterclasses/workshops, and my 6 month online business course, but I NOW offer business plan writing for male and female entrepreneurs!!!!

Please SHARE!! Do you need:

💎 a business plan
💎 an indigenous business woman speaker 
💎 1/2 hr to 2 hr start-up workshops

Reach out to me at thenatashadelany@gmail.com for a quote.

Xoxo 💋

Natasha Delany

#indigenousbusiness #indigenousentrepreneur #indigenouswomen #businesscoachforwomen",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.59",Unknown
#landback #languagereclamation #languages4 #languageeducation… | Tim O'Hagan,https://www.linkedin.com/posts/timohagan_landback-languagereclamation-languages4-activity-7316151929997250561-8Z-v,"Such an interesting article from Lorelei O&#39;Hagan (she/her), continuing her series about #landback and #languagereclamation. I love the imagery as well!!  Worthy read! 

#languages4 #languageeducation #educationtechnology #landback #indigenous #nativeamerican #languagerevitalization",True,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Unknown
#indigenomics | Meaghan Daly,https://www.linkedin.com/posts/meaghan-daly-forwardvisiongames_indigenomics-activity-7133173489175330816-Zmbw,#Indigenomics at the TMX Group today and will be doing the market close.,True,"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Mobile Safari/537.36",Unknown
#indigenousentrepreneur | Colleen Nolan,https://www.linkedin.com/posts/colleen-nolan-5428142a_indigenousentrepreneur-activity-7236887465561612288-tu7O,"So very proud of my daughter !   Sometimes we don’t see others peoples struggles and what they had to do to get to where they are.   She’s struggled a lot over the past two years… but this summer she graduated from Versailles Academy, applied and interviewed for Adaawe’s incubator program and was accepted, and went out of her comfort zone to travel to her first conference in Vancouver.   Today was the start of a new chapter… a program that provides entrepreneurial skills.   I’m so excited for her !!   Keep on watching … she’s on fire 🔥 

#indigenousentrepreneur",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.59",Unknown
#indigenomics #sustainableeconomy #communitywealth #indigenomicsnow | Kris Krüg,https://www.linkedin.com/posts/kriskrug_indigenomics-sustainableeconomy-communitywealth-activity-7262879917455867904-ok8f,"We need an economy that respects land and community—an economy that thinks ahead. Indigenous Protected and Conserved Areas (IPCAs) are one way forward, blending conservation with economic resilience. 

What do you think? How can we integrate ecology with economy? 

#Indigenomics #SustainableEconomy #CommunityWealth #IndigenomicsNOW",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Unknown
#indigenomicsimpact #economicreconciliation #indigenouseconomy… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomicsimpact-economicreconciliation-activity-7315878839379771393-f34z,"Mindy Wight, CPA, CA, CAFM, ICD.D  CEO of Nch’ḵay̓ , emphasizes the importance of Indigenous economic reconciliation, highlighting interconnectedness with nature, the need for strong governance, and the transformative impact of Indigenous-led projects like Senakw on urban landscapes and community empowerment.

#IndigenomicsIMPACT #EconomicReconciliation #IndigenousEconomy #IndigenousLeadership #WhoWantsToPlayIndigenomics #indigenomics #YVR #indigenousbusiness #IndianActEconomics #BCecon #cdnEcon #canecon",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
"New Indigenous-owned mining royalty company a first in Canada | Carol Anne Hilton, MBA, ICD.D",https://www.linkedin.com/posts/carol-anne-hilton-mba-icd-d-b4416029_new-indigenous-owned-mining-royalty-company-activity-7263974046717870081-KUL4,"First Indigenous owned mining royalty company established #indigenomics in action #indigenouseconomy #100billion
https://lnkd.in/gMiRQggw.",True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics #indigenomicsnow #indigenous #gcoi #economicreconciliation… | Indigenomics,https://www.linkedin.com/posts/indigenomics-institute_indigenomics-indigenomicsnow-indigenous-activity-7257143500482240512-mBMU,"Get ready for sessions that unpack how Indigenous communities are defining economic justice, regenerative business practices, and digital transformation. With insights from Indigenous business leaders, entrepreneurs, and change-makers from around the globe, you’ll gain a front-row seat to real-world success stories. 

Register now for as low as $50 USD and enjoy year-round access to event content. Don’t miss your chance to join the movement transforming economies globally. 

Register here: https://lnkd.in/gjspHVwS

#Indigenomics #IndigenomicsNOW #Indigenous #GCOI #Economicreconciliation #indigenousbusiness #indigenouseconomy",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36",Unknown
#indigenousprosperity | Shannin Metatawabin ICD.D | 12 comments,https://www.linkedin.com/posts/shanninmetatawabin_indigenousprosperity-activity-6940715913444823040-NmMR,Jason Thompson &quot;we need to move beyond the 5% rental feather to make an impact in procurement&quot;.  Indigenous entrepreneurs will rally to meet targets yet the government and corporations need to be serious to provide the opportunity. #indigenousprosperity  | 12 comments on LinkedIn,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",Unknown
#indigenomics | The CommAlert Group,https://www.linkedin.com/posts/the-commalert-group_indigenomics-activity-7133571162231513088-M1sH,"We&#39;re attending Indigenomics at Bay Street, a national conference put on by the Indigenomics Institute  Left to right: Tim Carwell (CEO of CommAlert), Carol Anne Hilton, MBA, ICD.D (Indigenomics), Tanis Carwell (ATB Senior Financial Advisor), and Irvin Speck (Hereditary Chief, West Coast)

Indigenomics at Bay Street is the largest national Indigenous economy focused on bringing changemakers, visionaries, innovators and leadership across the corporate, private sector, governments and Indigenous businesses to bring focus, meaning and visibility to the emerging 100 billion dollar Indigenous Economy! #Indigenomics",True,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.59",Unknown
